id,title,writer_name,writer_id,cat
96665,六界吞噬者,雪帝峰,32,玄幻 异世大陆
19492,你感动了我,伊诺,33,生活随笔
32925,白色忆,伊诺,33,生活随笔
109742,走过有雪的季节,伊诺,33,生活随笔
159928,对不起,伊诺,33,伤感文字
31548,眼泪，背后的萧瑟,伊诺,33,生活随笔
19711,其实我们一直是朋友,伊诺,33,生活随笔
29777,心向右，却跳动左边,伊诺,33,生活随笔
19494,这就是生活,伊诺,33,人生感悟
32060,很久之后,伊诺,33,生活随笔
25978,牵着你的手，陪你到世界的尽头,伊诺,33,生活随笔
49702,那年，花落满地,伊诺,33,人生感悟
25540,夜晚，无月,伊诺,33,生活随笔
19029,人生若只如初见,伊诺,33,人生感悟
19032,年少遗留在了昨晚,伊诺,33,人生感悟
41722,见或不见,伊诺,33,人生感悟
34339,只是流年，花遗落,伊诺,33,人生感悟
24314,等不到的爱,爽子,34,生活随笔
1744,天使之纹章,parry,35,奇幻 剑与魔法
1780,死神传说,进退两难.QD,36,玄幻 异世大陆
717710,两道泪痕，如同长长的铁轨,楚洪利,37,心情随笔
24188,想念,楚洪利,37,抒情散文
36171,一碗逃难面,李玉龙,38,人生感悟
20331,夜、朦胧,覃红旗,39,生活随笔
2986,怯,锦瑟.QD,40,都市 都市生活
3299,我和安妮,猪头鱼,41,都市 都市生活
20830,深秋节，念君,纯洁飞雪,42,生活随笔
128386,不过浮云,陈亚,43,人生感悟
2524,数码骑士,诸葛不亮.QD,44,武侠 传统武侠
2573,刺秦续,诸葛不亮.QD,44,武侠 传统武侠
21632,山泉,情深锁清秋,45,抒情散文
73080,办场婚礼不容易！,雪,46,生活随笔
2654,名动天下,丫树,47,玄幻 东方玄幻
28926,极电者,wpg,48,玄幻 东方玄幻
223832,误读,郎人之居,49,故事会
295614,大爱无痕,郎人之居,49,美文欣赏
205728,谎言的力量,郎人之居,49,故事会
171085,如此先进,郎人之居,49,故事会
174554,酒后善行,郎人之居,49,故事会
299730,胎死谁手,郎人之居,49,故事会
191634,温馨的灯光,郎人之居,49,故事会
269836,我是谁,郎人之居,49,故事会
204244,我要当警察,郎人之居,49,故事会
23126,钟情树的传说,随颠,50,故事会
24096,谁说红颜祸水,紫流苏,51,人生感悟
23813,我在江南水乡逢着的姑娘,峻岭,52,抒情散文
2877,战魂——足球篇,楠楠.QD,53,体育 足球运动
9496,药师寺凉子奇怪事件簿（伪）,马伯庸,54,玄幻 东方玄幻
22882,历史的洪流,峥嵘,55,人生感悟
22998,一个女人的故事,文慧,56,故事会
3090,阿俊小说集,阿俊.QD,57,都市 都市生活
28439,学会珍惜，幸福就在眼前。,夜、来香,58,人生感悟
25238,生命的意义,逍遥游,59,人生感悟
24467,偏生要鲜花着锦，应这急景流年.,栗原丶,60,抒情散文
29949,我们，不再是我们,箬萱小忆,61,人生感悟
32727,脚步，脚步！,齐家村,62,生活随笔
24659,我想一生只爱一个人,风铃,63,生活随笔
3554,仙道炼心,李郎憔悴,64,玄幻 东方玄幻
4177,我是杀手,第8日,65,都市 都市生活
3882,地狱魔灵,魏爽.QD,66,灵异 灵异鬼怪
26083,浮生若梦,流水、伴落誮,67,人生感悟
25480,我们彼此承诺过,魏三郎,68,抒情散文
42551,下棋,鄱阳湖的风,69,抒情散文
25764,家乡的水,鄱阳湖的风,69,抒情散文
42543,感谢生活,鄱阳湖的风,69,生活随笔
42559,低调的思考,鄱阳湖的风,69,生活随笔
29058,梦中的那座山,珊子,70,抒情散文
147278,感动就在一瞬间,小鱼儿,71,生活随笔
4101,“奇”种武器,花盆君,72,科幻 未来世界
7295,福祸绰号,东边山野,73,玄幻 东方玄幻
6017,老人和天使,知秋蝉,74,玄幻 东方玄幻
26346,曾经,烟雨123,75,生活随笔
26487,默默,哆唻A蕾,76,生活随笔
26370,一份来自大海的问候。,哆唻A蕾,76,生活随笔
26463,母亲的生日，我的祝福,兰若.如水,77,生活随笔
26461,一个人走,兰若.如水,77,抒情散文
26730,我，原来不是那株向日葵……,小陌,78,生活随笔
4707879,情书,冷月,79,爱情文章
45444,嫁人当嫁懒老公,冷月,79,人生感悟
27009,六月划过心海的帆,依梦,80,抒情散文
28136,落叶金秋,lisa,81,人生感悟
28359,梦幻中的孤独,~Tell me~,82,抒情散文
27332,七个铜板,王可悦,83,故事会
2075960,大唐闲臣,半堕落的恶魔,84,历史 两晋隋唐
12720,鹰翔,易行.QD,85,游戏 虚拟网游
27550,时间的拥走,祎家,86,生活随笔
4776,木鱼石 一个美丽的传说,飞蛾.QD,87,玄幻 东方玄幻
27571,平淡的生活已成奢求,千冷泪,88,人生感悟
27609,零点时分 依旧想起你,花自飘零水自流,89,生活随笔
27667,给你买,往事如烟,90,生活随笔
27666,别忘了,往事如烟,90,抒情散文
27789,泪水的价值,简视展柜,91,人生感悟
3682721,执念——三台有鬼,小仓鼠.QD,92,灵异 恐怖惊悚
7090,绝代浪子,第三梦,93,武侠 传统武侠
4955,郎情妾意剑,醉雪秋舞,94,武侠 传统武侠
1315916,领主纪事,紫渊,95,奇幻 史诗奇幻
6063,枪,潮吧,96,都市 都市生活
34734,青春曾迷失的十字街头,阡陌潇洋,97,生活随笔
6143,人鱼伤痕,雨晨.QD,98,二次元 衍生同人
28976,月光落地的声音,墨甄,99,生活随笔
32474,我的金钱、与爱情、友情,小小柒,100,人生感悟
29578,轮回,黑暗介入,101,人生感悟
29567,淡出故乡,冰凌,102,生活随笔
29702,一样云淡风轻,木槿晗,103,生活随笔
29910,赤脚——走过盛夏,冰凝子夜,104,抒情散文
30409,昨天 今天 明天,祥之游,105,生活随笔
30439,三个太阳,归慕雪,106,生活随笔
204209,降本增效，青年创先,悟天,107,人生感悟
121779,你是刺猬 夏了夏天,宝贝的牙牙,108,伤感文字
7600,繁星,唐唐.QD,109,玄幻 东方玄幻
91754,把孩子的暴力倾向消灭在萌芽中,苍箫独笛,110,都市 都市生活
23110,雅 砻 怆 歌,苍箫独笛,110,都市 都市生活
6139,惊神刀,我是胖胖,111,武侠 传统武侠
31287,流失,向全侠,112,人生感悟
42755,新学期的纠结日记,小魔,113,人生感悟
145666,情祭,白杨,114,伤感文字
144441,中秋节遇雨闻母病而思,白杨,114,伤感文字
35259,献给高三,占占,115,人生感悟
6634,蓝夜,守夜人.QD,116,都市 都市生活
102729,1999末日,雨文.QD,117,科幻 未来世界
32813,一世的牵挂,龙吟,118,抒情散文
46227,谈公交,天涯若比邻,119,生活随笔
668845,萌生执笔回忆青春的念头,天涯若比邻,119,生活随笔
4580693,致自己,天涯若比邻,119,生活随笔
625903,赢过自己,天涯若比邻,119,人生感悟
761032,北漂日记（一）,天涯若比邻,119,心情随笔
620985,那一年23岁11月篇,天涯若比邻,119,心情随笔
33185,还是向往,天涯若比邻,119,生活随笔
4709542,守着一座城，在等待一个人,天涯若比邻,119,心情随笔
62804,给自己勇气,泪陨落,120,人生感悟
67937,若没有别离，成长也就无所附丽,傲君的998封信,121,伤感文字
51146,得之我幸，失之我命，这就是生活。,傲君的998封信,121,人生感悟
1772711,星河武士,青冥,122,科幻 未来世界
7109,最是那一笑的风情,不二青龙,123,玄幻 东方玄幻
94310,七彩的谎言,宇逸,124,生活随笔
8160,斗神传,单.QD,125,玄幻 东方玄幻
34483,青春向左，现实向右,他乡的鱼,126,人生感悟
38104,这个平安夜,他乡的鱼,126,生活随笔
561968,人性背后丑陋的谎言,莫文泽,127,心情随笔
549561,记忆与现实,莫文泽,127,心情随笔
509789,我不想在是一个人,莫文泽,127,心情随笔
34611,爱/恨,ILLX,128,人生感悟
33375,随笔。,媛妞,129,生活随笔
33616,难忘的童年,品明,130,生活随笔
17934,间谍抓捕计划,fellel,131,科幻 未来世界
33820,警防骗子,秋落,132,生活随笔
34002,守望幸福的孤独者,半兮念,133,生活随笔
8785,仙幻风云录,千幻冰云,134,仙侠 幻想修仙
48739,由“北爱”说人生,雅宁,135,生活随笔
34335,《男人帮》剧评,雅宁,135,生活随笔
7892,奔Ⅱ 233,假太阳,136,科幻 未来世界
35221,我把自己丢了,lonely,137,生活随笔
34502,给心一个宁静,北冰洋,138,人生感悟
13555,冰封魔狼剑,小猫yellow.QD,139,玄幻 东方玄幻
35026,二月的思念,海之音,140,抒情散文
35081,站,司马新锐,141,生活随笔
9278,玻璃瓶里的苍蝇,镜子另一边,142,短篇 短篇小说
8361,光之子,唐家三少,143,奇幻 现代魔法
35277,那些尘封的微笑与眼泪,燕子归巢,144,人生感悟
35278,生命不是一座水晶的阶梯,燕子归巢,144,人生感悟
35329,轻音乐,未知,145,生活随笔
76643,我喜欢你,shelly,146,生活随笔
8487,兵灰,鲲,147,玄幻 东方玄幻
71646,好累。,悬玉,148,伤感文字
35822,心伏脚下 快乐生活,不言石头,149,人生感悟
71288,伤逝,水月伊人,150,伤感文字
38779,我，一个人【舍秋子】,舍秋子,151,抒情散文
37192,我梦里的“天堂”,金溪,152,抒情散文
36201,三寸天堂，步入地老天荒,擦肩而过仅一面,153,抒情散文
36425,三思而后行,硬软刚柔,154,人生感悟
77688,温暖空巢，让爱回家,秦谷涯,155,生活随笔
72985,八月节的情思 ( —— 给 H.H ), 蒙多,156,爱情诗句
37376,原来，我还是一个人,流星、划过天际,157,生活随笔
52174,遗 zhu,流星、划过天际,157,生活随笔
24528,那夜，父亲流泪了,孚生,158,都市 都市生活
37411,人生若只如初见,雨宇,159,生活随笔
10204,棋定今生,木三,160,体育 体育赛事
37730,一世情缘,玫瑰玫瑰,161,抒情散文
38336,母亲的月台,夜雨英剑,162,生活随笔
38770,自醒,大王,163,人生感悟
38929,上里古镇半日游,水泉,164,生活随笔
79950,愿得一个心 白首不相离,90后的回忆忘记,165,伤感文字
89304,在路上,90后的回忆忘记,165,伤感文字
89332,成熟的黑暗,90后的回忆忘记,165,伤感文字
89307,一笔落墨 思念倾城,90后的回忆忘记,165,伤感文字
39087,不落的清香,小诺,166,生活随笔
39180,千年，终是梦一场,说，再见,167,抒情散文
43201,提炼人生的价值,沈琦,168,人生感悟
39513,生命的基础,小行星,169,人生感悟
122344,一年（1）,禾勿人水,170,伤感文字
40359,请你！不要再隐藏了，爱！,杨磊,171,抒情散文
40216,我为什么第一个去讲台发言,狂奔的疯牛,172,人生感悟
40231,你不会遇见第二个我……,小妖彡瑶瑶,173,生活随笔
40707,年，殇,流年，殇,174,生活随笔
40525,流离,流年，殇,174,生活随笔
11107,以我之名,魔之残风.QD,175,奇幻 现代魔法
40404,下一个驿站——dota那点事儿,大智慧宝宝,176,生活随笔
40424,请把微笑留下吧,碧霞仙人,177,生活随笔
41310,苦难是成长中最好的催化剂,碧霞仙人,177,生活随笔
15140,苍狼与白鹿,月之暗面,178,历史 历史传记
686177,告别2015,-飞狼-,179,心情随笔
88373,飞狼心语,-飞狼-,179,伤感文字
655428,繁花似锦的坚持,-飞狼-,179,散文随笔
40582,遐思,糖0糖,180,生活随笔
13863,游戏·人生,天秤之星,181,都市 都市生活
41622,他是一棵小草,仲陵少,182,人生感悟
40723,抱怨只会让人反感,云开,183,人生感悟
40953,人生似棋,赵强,184,人生感悟
41087,飘,洛洛,185,抒情散文
288882,拥有快乐的生活,柳讯,186,散文随笔
44120,梦痴,柳讯,186,生活随笔
43847,放飞梦想,柳讯,186,人生感悟
42885,欣赏自己,柳讯,186,生活随笔
41219,山寨山寨山到什么时候？,安易,187,生活随笔
46003,那无法割舍的,本曰殇,188,生活随笔
19833,足球王八蛋,舍瓦核弹.QD,189,体育 足球运动
43915,昨天，回忆里的一张电影票,飘零,190,人生感悟
47098,活着、爱着,飘零,190,人生感悟
41502,朋友我拿命交, 槿,191,人生感悟
41525,得与失,青风细雨,192,生活随笔
47517,原来不过如此,千百渡,193,人生感悟
41667,流淌在宋词里的爱情,墨染,194,抒情散文
41713,画中话,贵子,195,生活随笔
52552,我路过青春,贝弋,196,生活随笔
43714,“文房四宝”与文人的雅逸格调,冷月gs,197,生活随笔
43371,最美的风景不在远方,冷月gs,197,人生感悟
41881,王国维与叔本华美学思想之比较,竹韵冷月,197,生活随笔
22452,勇者本生记,帝释*修罗,198,玄幻 东方玄幻
12180,看客 荆轲    极短篇,红焖七月,199,武侠 传统武侠
27492,网游之天妒风流,妒风流,200,游戏 虚拟网游
42437,假如我是灰太狼,笔墨纸水砚,201,生活随笔
52347,时尚,蓝蓝,202,生活随笔
66406,幸福一瞬间,蓝蓝,202,人生感悟
299503,小兔子乖乖(续）,蓝蓝,202,生活随笔
60024,雨是希望是梦想,蓝蓝,202,生活随笔
42931,为自己,小燕子,202,生活随笔
43327,走进IT男性,四夕.木子,203,生活随笔
4502876,“快节奏”时代，你也可以慢下来——奇遇咖啡,顾影,204,散文随笔
45439,最后的碧海蓝天,顾影,204,抒情散文
4490018,奇遇咖啡，一个有故事的地方,顾影,204,心情随笔
264772,二狗救人,荒野的石头,205,故事会
652975,陪爸妈慢慢变老,荒野的石头,205,散文随笔
686813,两个孤单的相拥,荒野的石头,205,散文随笔
124016,向前走,荒野的石头,205,生活随笔
619063,我是警察,荒野的石头,205,散文随笔
373514,好人,荒野的石头,205,故事会
178133,平安果,荒野的石头,205,故事会
4697700,血珀玫瑰花戒（闪小说）,荒野的石头,205,爱情文章
42893,生活中的那些小幸福,若初见,206,生活随笔
131931,听外公讲那过去的事,终离落,207,生活随笔
150147,一段小插曲,终离落,207,故事会
88893,一只白狐的自白,终离落,207,生活随笔
191549,老公去哪儿,终离落,207,爱情文章
384036,一念,终离落,207,散文随笔
669542,浮生碎语之关于我的不安分或者文艺,终离落。,207,散文随笔
44562,属于你我的无言结局,念奴笙,208,抒情散文
397127,昼颜花开,念奴笙,208,散文随笔
78582,多大事啊,念奴笙,208,生活随笔
43494,怀念父亲,成人达己,209,生活随笔
12671,征服－－以解放的名义,桥门洞,210,军事 战争幻想
43365,有你，我的世界很好,伊雨沫,211,生活随笔
52678,雅鲁藏布江像一条银色的巨龙,田大安,212,生活随笔
52676,五包烟的下午,田大安,212,生活随笔
4561996,市井生活,忘川边,213,心情随笔
49472,把感情存在哪儿？,夜半。月南弯,213,人生感悟
73094,在路上,夜半。月南弯,213,生活随笔
44226,这个年纪,夜半。月南弯,213,人生感悟
70950,小市民,夜半。月南弯,213,生活随笔
47908,一路行程,夜半。月南弯,213,人生感悟
43699,文字，是我红尘中的记忆,温馨圆梦,214,人生感悟
12761,网游之新生,青铜心,215,游戏 虚拟网游
43706,文字,waseatar,216,人生感悟
53551,活在“修身齐家”的阳光里,谢泓,217,生活随笔
72117,“情报部长”,谢泓,217,生活随笔
64695,一只被缚的蝴蝶,谢泓,217,抒情散文
44246,幸福真的在别处吗？有待思考。,夏新静 夏小千,218,生活随笔
50916,孙子,狼の香辛草,219,生活随笔
43943,雾霭散处，春暖花开,碎冰,220,抒情散文
102131,命运的黑夜,月清风.QD,221,二次元 衍生同人
13054,兰香玉,剑心缘,222,都市 青春校园
13269,猛鬼琐记,李子01,223,都市 商战职场
1062797,王,兰帝魅晨,224,玄幻 东方玄幻
46684,幸福在哪里,一缕闲云,225,生活随笔
44547,时间走了，风景为谁停滞,落嬨,226,人生感悟
45480,我们都想要一份怎样的感情,冰.,227,人生感悟
13497,黑手雄风,野狼人,228,玄幻 东方玄幻
13581,小心爱上,酷爱.QD,229,都市 都市生活
13639,笑笑大学24小时,夜子,230,游戏 虚拟网游
45220,春天的脚步,金戈戈,231,抒情散文
46084,幸福,蓝妖浅,232,人生感悟
45623,人生如梦，梦如人生,蓝妖浅,232,人生感悟
45436,习惯一个人,若陌,233,生活随笔
45848,随笔二,清风拂山,234,生活随笔
46965,道高一尺，魔高一丈！,夜,235,生活随笔
13974,末世,捉老鼠的狗,236,游戏 虚拟网游
45819,感悟生活,安晴儿,237,人生感悟
45941,心约春天,薰阳紫陌,238,抒情散文
45986,得失的意义,我欲乘风,239,人生感悟
46149,传说,zcs,240,故事会
76740,我的爱，我正在回家的路上,梨花漫雪,241,爱情诗句
14205,红月之书,苍海清风,242,玄幻 东方玄幻
14235,FinalFantasy,Sion,243,都市 青春校园
46381,爱情祭文,土蜂蜜,244,抒情散文
67539,一切重新来过,七月寒雪,245,人生感悟
46600,笑等春暖花开,梦西,246,人生感悟
47236,那一把刀,渐远的浮云,247,人生感悟
86162,听听农民工的心声,晴天阳光,248,生活随笔
46824,我心目中的春,春天的叶子,249,抒情散文
27125,星辰劫,孤傲.QD,250,仙侠 幻想修仙
14419,肥皂泡美丽,骷髅捕风,251,都市 都市生活
714708,徒步远行，乐在其中,风采依旧,252,心情随笔
84750,学会在逆境中欣赏风景,风采依旧,252,人生感悟
157208,也谈读书之乐,风采依旧,252,生活随笔
47680,阳光总在风雨后,风采依旧,252,人生感悟
47419,诚实面对自己的心,木子萌,253,人生感悟
59645,如果，不曾离去，如果,流浪使者,254,抒情散文
48659,关于福州,廖文华,255,生活随笔
58791,何谓“爱情”,王三金,256,生活随笔
53043,真的累了,王三金,256,生活随笔
47389,樱花叹,禾霢菀,257,生活随笔
47433,爆米花好美,儚裡噓喥,258,生活随笔
4656716,美丽的心情,小女,259,心情随笔
47707,大学生活的感受,清净心看世界,260,生活随笔
47827,沉默的爱着,轻染沙尘,261,人生感悟
62815,一个陌生的电话,欢一刀,262,故事会
48930,雨季了，你是否想起了多少,依人独者,263,生活随笔
52881,爱？？？,依人独者,263,人生感悟
48050,迟春,河诗雪,264,生活随笔
55758,毕业,唯痕,265,人生感悟
48090,单纯,残忆,266,生活随笔
48258,聪明鱼姑巧对难秀才——阿狸小姐,浅悠旋,267,故事会
15310,杀手慈悲,书童.QD,268,武侠 传统武侠
55559,清夏，头簪一朵栀子,mavis,269,人生感悟
55971,落花生,mavis,269,抒情散文
110316,天嫉红颜——走进渐冻人的世界,龙行天下*梦娃娃,270,抒情散文
249538,千年泪水写情字，素颜染愁君可知？,龙行天下*梦娃娃,270,抒情散文
48621,化蝶一曲律韵幽 蝶舞千年续情缘,龙行天下*梦娃娃,270,抒情散文
56107,幸福 就这么简单,龙行天下*梦娃娃,270,抒情散文
89909,梧桐树下，你还在吗？,龙行天下*梦娃娃,270,抒情散文
84327,爱的天梯,龙行天下*梦娃娃,270,抒情散文
77992,你好吗？我的朋友！,龙行天下*梦娃娃,270,抒情散文
234881,遗失的乐园,龙行天下*梦娃娃,270,生活随笔
92026,星月神话,龙行天下*梦娃娃,270,抒情散文
50361,我的阳台我作主,张发奋,271,生活随笔
49009,知足常乐 欲望无穷,明天更美好,272,人生感悟
49111,不可以貌取人,明天更美好,272,人生感悟
49027,猪先生和兔夫人,关心,273,人生感悟
49385,流浪,残缺的诗意,274,生活随笔
48896,08年的那事 那人 那情,乐呵呵,275,生活随笔
50044,自足常乐 精彩万分,乐呵呵,275,生活随笔
50042,珍爱生命 远离喧哗,乐呵呵,275,生活随笔
48928,盲眼男孩，咖啡女生,阿波鼠,276,故事会
49004,最美月儿圆,南山闲人,277,抒情散文
52707,单人旅途,柒染,278,人生感悟
49375,我的战友、我的兄弟,魏巍,279,生活随笔
49224,听不到的爱,夜深沉,280,生活随笔
49223,十月的慌乱,夜深沉,280,生活随笔
52484,生命能有多少价值,木涯子.南公先生,281,人生感悟
49402,在阳光下成长,老五,282,生活随笔
328937,走进大山,南澡,283,散文随笔
49591,被剪辑的颓废青春,天空之城,284,生活随笔
51222,何为人 何为神 何为生 何为时间,默默の熊猫,285,生活随笔
51221,论爱,默默の熊猫,285,生活随笔
31257,召唤师的故事,寻找丢失的心,286,游戏 虚拟网游
52357,悼念江氏老于豫南故里,淡夜子凌,287,人生感悟
50826,粉红色的雨伞,秋月,288,生活随笔
52284,记忆无法搁浅，伤痕无法抹去,捻，一指流砂,289,抒情散文
51187,碎碎念,平沙落雁,290,生活随笔
51056,真正的感情,云中月,291,人生感悟
85617,为你守候,云中月,291,人生感悟
53636,那些懵懂的羞涩,三江,292,人生感悟
52150,文字是一种情感的释放,熙蕊,293,人生感悟
17243,漫天星宇,宇风,294,都市 都市生活
17360,一棵树的爱情,霜兒好宝贝,295,玄幻 东方玄幻
17285,错过，能再错吗？,§洛神§,296,玄幻 东方玄幻
17268,红叶,血色晴阳,297,玄幻 东方玄幻
56300,美好是一种累积,美杜莎,298,生活随笔
52278,口红的魅力,美杜莎,298,生活随笔
17298,宿命中的精灵,心只有你,299,玄幻 东方玄幻
17301,爱与痛苦的边缘,拂晓泠风,300,玄幻 东方玄幻
17339,悲哀的战士一生,冰的泪520,301,玄幻 东方玄幻
17344,情谊·比天高·比海深,黄飞鸿 .QD,302,玄幻 东方玄幻
17346,胜利的别名是坚持,姚远.QD,303,玄幻 东方玄幻
17371,师父恶魔の云,百菲菲,304,玄幻 东方玄幻
17376,玛法大陆 一 紫凤将军,自信与埋没,305,玄幻 东方玄幻
17378,结婚的时候，我想微笑着而不是流泪……,耳畔风笛,306,玄幻 东方玄幻
17389,巧遇,欣仪520,307,玄幻 东方玄幻
17391,迷路的狐狸,妾心古井水,308,玄幻 东方玄幻
17397,缘系传奇 却不能情系一生,郁闷至死,309,玄幻 东方玄幻
17406,倾听旷野,呼唤.QD,310,玄幻 东方玄幻
17407,传奇情之“永远的宝贝”,嚣张の冰宝贝〓,311,玄幻 东方玄幻
17418,传说·结婚戒指,寂寞如风,312,玄幻 东方玄幻
17417,幽灵的传说,幽灵女,313,玄幻 东方玄幻
17432,蓝贝情缘,魔力贝贝,314,玄幻 东方玄幻
17433,玻璃心,我是你的宝贝,315,玄幻 东方玄幻
17956,重阳小子灵异事件簿,小猴子.QD,316,玄幻 东方玄幻
18518,魔窟的幸存者,青龙源,317,军事 战争幻想
53326,如果爱，请大声说出来,利华,318,生活随笔
57112,为生命喝彩,赖云,319,人生感悟
18050,异界双龙行,双∮虫,319,玄幻 异世大陆
493217,雨日遐想,赖云,319,散文随笔
53486,情醉呼伦贝尔,周晶岐,320,抒情散文
53797,选择以往那些过去。一路向前,风中找感觉,321,人生感悟
4642689,韦依杰的夜深人静之抄,依杰,322,散文随笔
4726506,熟悉的陌生人,姚姚,322,爱情文章
737940,想念,翔宇,322,心情随笔
53765,走后，两若天涯,夕阳边的小子,323,抒情散文
172877,为您坚守―那片天,龙沐湾之梦,324,抒情散文
53865,生命禁区的雪莲,龙天尧,325,抒情散文
69070,如果有轮回，下辈子我还要和你相依相偎,金堂哥,326,伤感文字
20285,银河征战录,闲来无事,327,科幻 星际文明
26411,[短篇]天狼星,闲来无事,327,科幻 未来世界
76157,潇湘雨淋墨了烟尘暮秋,诺雪桐雨,328,抒情散文
71389,烟雨弥殇，涤荡心梦海天,诺雪桐雨,328,抒情散文
107448,我为什么会是现在的我,木瓜不太熟,329,人生感悟
76906,致远方,西海清泉,330,爱情诗句
57907,今夕无月月也明,西海清泉,330,抒情散文
79548,思念于斯,西海清泉,330,抒情散文
55802,父爱情深,暗香疏影,331,抒情散文
55807,我是一粒沙,仙露,332,人生感悟
728704,我们离名师有多远,田丰,333,人生感悟
589869,第二个母亲,田丰,333,感人故事
55278,葱郁之夏---纪念我的大学,小西,334,生活随笔
55340,陪你走一段，叫做“青春”的路,中国水军,335,抒情散文
89915,指尖留恋,月下舞泪,336,伤感文字
55620,两情若是久长时，又岂在朝朝暮暮 ——有感于《一路格桑花》,吾心面朝大海,337,人生感悟
55624,快乐是什么！！！,吾心面朝大海,337,人生感悟
99791,绝境 ------祭奠正在死去的心,红世之徒,338,伤感文字
57415,我的九十年代,西边一朵云,339,生活随笔
709400,来吧，远方的朋友,西边一朵云,339,抒情散文
100881,春天里愉悦自己的心情,西边一朵云,339,抒情散文
64608,想起了在德令哈的生活,西边一朵云,339,抒情散文
540903,你就是我心中那轮浩瀚的月光,飞一族,340,美文欣赏
65124,生活吿诉我,静默涵,341,抒情散文
57518,小人,小兔子01,342,生活随笔
56350,回忆，有时令你灿若桃花，有时令你潸然泪下,墨子曦,343,生活随笔
58669,小时候的回忆,小谢,344,生活随笔
27917,网游之骨灰级菜鸟,狼籍,345,游戏 虚拟网游
59939,矿山“最美”的女人,羽殇,346,人生感悟
59940,窗外夜“灯”明,羽殇,346,生活随笔
57639,流淌心绪,心絮,347,生活随笔
57583,初冬的夜晚,社主,348,抒情散文
57582,熟悉,社主,348,生活随笔
57645,写给海员,蓦然回首淡淡一笔,349,生活随笔
4334444,他就是我,飞扬的沙,350,人生哲理
58805,你永远不知道,无焰残灯影,351,人生感悟
59147,杨柳依依,灰烟,352,仙侠 修真文明
58110,故乡情,晨光,353,抒情散文
4423261,真真假假,天心,354,散文随笔
20430,天才传奇,十似雪,355,玄幻 东方玄幻
1009210332,PASSAGE之祀翼的白昼,十似雪,355,奇幻 另类幻想
58231,爱情，是一种缘分,徐敏,356,生活随笔
59346,戏说矛与盾,兰言,357,人生感悟
77110,代价,兰言,357,生活随笔
61621,爱情与生活,兰言,357,人生感悟
59288,如若没有记忆,兰言,357,人生感悟
87807,失败只是烧糊了的一道美食,兰言,357,生活随笔
76819,呆呆的思绪,帅子的灵魂,358,生活随笔
58884,那一夜零时的分外尖叫----零时纪实,豆芽,359,生活随笔
77931,感恩父母,邓仲祥,360,抒情散文
70509,女人优雅，举止端庄,邓仲祥,360,抒情散文
64417,蒿支沟印象,邓仲祥,360,抒情散文
65431,男人与女人,邓仲祥,360,生活随笔
61512,热爱生命,邓仲祥,360,生活随笔
66194,宁河“八景”,邓仲祥,360,生活随笔
59141,故乡的路,邓仲祥,360,抒情散文
61908,珍钱汇集的五代十国,邓仲祥,360,生活随笔
61054,学会感恩,邓仲祥,360,人生感悟
61797,漫谈换位思考,邓仲祥,360,抒情散文
59497,石门开,江南雨,361,故事会
59097,香椿鱼,半瓶茅台,362,生活随笔
59432,读社会,阿伟,363,生活随笔
68366,时间守候相忘,悟幽,364,爱情诗句
63230,朋友和敌人,星星点灯,365,人生感悟
